;artist.hotttnesss;bars_confidence;bars_start;beats_confidence;beats_start;duration;end_of_fade_in;familiarity;key_confidence;latitude;mode_confidence;release.id;song.hotttnesss;start_of_fade_out;tatums_confidence;tatums_start;tempo;terms_freq;time_signature_confidence;year;spotify_popularity;target_h
1600;0.358685666;9;0.38902;642;0.38902;225.74975;0;0.543971487;4;37.1573567501336;181;292085;0.433861382;205.967;982;0.38902;110.598;0.976627409;912;1988;0.08;0.433861382
1601;0.423808444;27;0.49303;814;0.07441;201.92608;184;0.541033427;519;53.55334;761;382315;0.323112121;191.594;376;0.07441;144.232;0.986837479;279;0;NA;0.323112121
1602;0.394282621;4;0.36522;657;0.36522;199.05261;241;0.603882792;665;37.1573567501336;605;313944;0.313562114;184.366;245;0.36522;86.463;0.920768352;334;2008;0.19;0.313562114
1604;0.534429714;107;0.23533;905;0.23533;274.78159;113;0.845373304;463;37.1573567501336;401;266372;0.22847373;260.777;1;0.23533;92.998;1;998;0;0.31;0.22847373
1605;0;382;0.49085;382;0.49085;363.20608;218;0.35967774;626;37.1573567501336;556;444582;NA;352.984;515;0.25701;85.551;0.963182307;0;0;0;0
1607;0.443875676;129;2.20811;568;0.60584;1598.1971;1.03;0.686811617;152;52.51607;0;505465;0.392008772;1588.216;63;0.35187;74.384;1;825;2000;NA;0.392008772
1608;0.766076164;56;0.49025;0;0.05909;184.00608;84;0.864867842;239;37.1573567501336;323;45717;0.43483809;175.525;553;0.05909;127.15;1;632;2006;NA;0.43483809
1609;0.316724551;41;1.54634;538;0.81696;338.12853;0;0.472247769;0;37.1573567501336;63;780822;0.266955186;330.141;279;0.44735;84.895;0.927188997;0.49;0;NA;0.266955186
1610;0.35303574;546;0.28207;546;0.28207;196.88444;282;0.519000072;766;35.74595;811;176847;NA;189.864;0;0.28207;158.767;0.967611517;0;1930;0;0
1612;0.349192218;236;0.92843;0;0.19287;184.18893;0;0.495559652;428;37.1573567501336;74;536232;NA;184.189;29;0.19287;81.767;1;314;0;0;0
1615;0.458439468;2;0.84886;0.85;0.28787;90.90567;0;0.732661132;648;37.80506;524;614878;0.658202537;82.042;644;0.28787;108.445;1;879;1991;NA;0.658202537
1616;0.607792752;0.17;0.83672;0.17;0.83672;210.54649;7.007;0.838924311;171;42.33168;238;521760;0.535106025;196.545;0.17;0.83672;130.325;0.924687772;0.33;2003;NA;0.535106025
1617;0.316354001;819;0.13099;819;0.13099;191.97342;95;0.430538907;0;56.153;0;578135;0;186.88;351;0.13099;182.879;0.942971915;0;0;NA;0
1618;0.500459151;12;0.45615;473;0.16847;140.40771;0;0.773491325;0;37.1573567501336;242;461074;0.715511707;136.214;515;0.02392;207.974;0.999577635;0;2009;0.14;0.715511707
1619;0.369076871;141;0.59068;598;0.2481;197.22404;0;0.624200328;0;38.62774;0;275331;0.265861049;188.714;0.69;0.2481;176.279;1;209;1956;0.13;0.265861049
1620;0.583147022;36;1.29114;554;0.62493;219.81995;119;0.80955221;615;40.14323;611;140385;0.638646723;211.598;776;0.17923;91.011;1;839;2005;NA;0.638646723
1622;0.432669353;28;0.18476;941;0.18476;243.25179;311;0.685435384;828;37.1573567501336;621;713200;0.239629098;232.519;703;0.18476;89.925;1;1;0;NA;0.239629098
1623;0.345610204;753;1.81093;219;1.23806;227.36934;8.702;0.615106846;13;40.71455;304;305169;0.265861049;211.116;34;0.95977;103.621;0.880123218;1;0;0.05;0.265861049
1624;0;101;0.22628;816;0.22628;197.72036;78;0.366302895;335;44.11559;0.48;611612;0.253834736;190.195;0;0.22628;120.138;1;1;0;0;0.253834736
1625;0.363675677;71;0.46587;539;0.16864;281.52118;285;0.601305752;223;36.87652;285;23102;0.624833534;267.273;482;0.16864;201.006;0.949400706;0;1977;0.14;0.624833534
1627;0.338992803;5;0.86103;551;0.44525;183.58812;206;0.408850475;374;37.1573567501336;324;422489;0.43483809;172.832;682;0.23524;142.895;0.896977914;953;2009;NA;0.43483809
1629;0.400624309;0.16;0.39747;0.35;0.39747;277.7073;154;0.55860192;638;30.9742;0.49;476276;NA;270.408;264;0.10166;100.095;0.888810755;1;0;0;0
1630;0.373832894;132;1.90267;969;0.55119;194.45506;0.19;0.325700771;31;35.83073;652;74893;0.251871737;179.891;634;0.04471;89.001;1;885;0;0.05;0.251871737
1631;0.340080014;35;1.21477;755;0.38945;349.51791;142;0.527185158;477;18.11526;0.49;597487;0;334.269;0.97;0.18347;149.567;0.991151495;0;0;0.14;0
1632;0.416503946;149;1.67357;1;0.22634;175.25506;531;0.616896386;559;50.82607;471;458165;0.355285536;167.056;675;0.22634;84.894;1;369;0;NA;0.355285536
1633;0.372179878;313;0.41287;802;0.41287;271.85587;316;0.495066661;692;37.1573567501336;714;455287;0.288481643;263.425;1;0.41287;74.392;1;397;0;0;0.288481643
1634;0.364556676;122;1.2839;1;0.27363;269.81832;0.17;0.60104754;385;37.1573567501336;478;203675;0.32316127;263.964;909;0.27363;120.859;0.99604491;484;0;0.39;0.32316127
1635;0.4695139;98;0.99518;0;0.30805;120.86812;0;0.676492513;459;37.1573567501336;396;289149;0.553766593;120.868;289;0.13718;170.081;1;1;2000;0.29;0.553766593
1636;0.530772085;612;1.06363;147;0.27214;229.45914;2.322;0.862099767;811;36.15398;784;333086;0.689572199;217.641;237;0.07136;82.282;1;683;2008;0.26;0.689572199
1637;0.439438996;39;0.57249;835;0.57249;255.21587;257;0.589190725;757;37.1573567501336;794;252899;0.262308997;236.507;0.72;0.34541;138.378;0.936346055;798;0;0.04;0.262308997
1638;0.30571906;48;1.48154;1;0.2763;155.03628;247;0.522888132;569;37.1573567501336;0.51;177206;0.458288207;152.213;999;0.12858;99.901;0.912036213;1;2005;0.18;0.458288207
1639;0.340497417;8;0.70199;637;0.28812;169.58649;0;0.494940623;585;37.1573567501336;518;437973;0.245925347;163.614;865;0.08272;148.012;0.990681814;142;0;0;0.245925347
1640;0.420412618;1;1.38091;513;0.47347;259.05587;0;0.786359137;202;34.05349;533;29387;NA;259.056;578;0.24943;126.46;0.953932501;0;2006;0.14;0.14
1641;0.393622172;579;0.02167;579;0.02167;276.79302;0.38;0.448025346;527;37.1573567501336;697;485210;0.579728749;253.933;0.26;0.02167;138.83;0.954042931;0;1992;0.11;0.579728749
1642;0.395793546;804;1.33784;966;0.05894;385.2273;0;0.74119524;0.06;37.1573567501336;273;134855;0.495123936;353.228;1;0.05894;94.005;0.966343493;704;2002;0.03;0.495123936
1644;0.830356766;41;0.25316;41;0.25316;99.3171;0;0.892688611;395;37.1573567501336;341;88726;NA;99.317;25;0.25316;204.064;0.951770362;0;0;0;0
1645;0.240551991;535;1.55952;535;0.24062;348.02893;12.394;0.409989492;0;37.1573567501336;118;184098;NA;337.287;64;0.07484;92.012;0.926349966;754;0;0;0
1646;0.399042081;437;0.65867;397;0.65867;53.31546;2.026;0.611801472;0.21;33.89275;433;592680;0.212045406;53.315;171;0.1564;79.685;0.909053763;618;2006;NA;0.212045406
1647;0.251599924;1;0.31759;1;0.31759;189.43955;243;0;414;37.1573567501336;524;473152;0.215080319;174.132;0.93;0.31759;118.66;1;0;0;NA;0.215080319
1648;0.406626217;374;0.18448;886;0.18448;186.5922;148;0.643982592;611;-34.60852;0.53;8997;0.599660358;172.803;0.81;0.18448;159.502;1;1;1998;NA;0.599660358
1650;0.384611084;52;1.36221;174;1.36221;212.32281;0;0.523714637;615;30.08615;596;109780;0;193.631;96;1.36221;174.437;0.984993496;0;0;NA;0
1653;0.368196028;1;0.22712;1;0.22712;258.19383;183;0.622383754;886;37.1573567501336;668;564121;0.392008772;255.878;1;0.22712;180.327;0.858779476;538;2009;NA;0.392008772
1654;0.411364132;101;0.98701;628;0.27615;250.85342;223;0.5291028;481;37.1573567501336;533;341095;0.265861049;239.496;714;0.09798;168.935;0.963601635;748;0;NA;0.265861049
1655;0.376688631;587;0.35884;587;0.35884;152.65914;0;0.567814264;508;38.43773;563;557621;0.299877488;143.755;789;0.19959;181.748;0.901868403;0;2001;NA;0.299877488
1656;0.804830428;109;0.17473;659;0.17473;289.30567;2.02;0.871010615;507;37.1573567501336;507;14305;0.813003556;277.211;0.29;0.17473;174.69;1;849;2000;0.66;0.813003556
1657;0.41851217;93;0.10735;785;0.10735;232.38485;78;0.502609986;71;40.11727;393;783635;0;225.338;1;0.10735;85.326;0.932685269;908;0;0;0
1658;0.425126208;104;0.19187;775;0.19187;237.97506;0;0.61071322;632;37.1573567501336;603;611922;0.506270994;228.142;644;0.19187;86.006;1;375;2000;0.17;0.506270994
1659;0.467552021;25;0.89565;815;0.26413;181.62893;0;0.694098145;2;37.1573567501336;61;602222;0.727506434;181.629;0.56;0.26413;96.22;1;479;1995;NA;0.727506434
1660;0.421388265;122;0.03956;1;0.03956;106.60526;345;0.507016081;28;37.77916;626;472191;0.542035897;102.47;1;0.03956;93.594;0.987235519;1;2000;NA;0.542035897
1661;0;1;0.67013;932;0.19079;257.95873;148;0.321448433;0;37.1573567501336;0;377202;0.229144104;244.065;1;0.19079;124.487;0.932997476;1;1988;0.07;0.229144104
1663;0.319119602;884;0.23517;884;0.23517;114.93832;374;0.440042445;497;33.51711;535;327554;NA;111.078;828;0.05449;164.52;1;0;0;0.01;0.01
1664;0.516234384;92;1.22597;0.27;0.5407;229.01506;0;0.687478318;492;37.1573567501336;389;150911;0.268165187;225.553;574;0.3696;87.899;1;862;0;NA;0.268165187
1665;0.420945486;29;0.6099;1;0.18214;241.68444;154;0.590818773;328;40.71455;357;619744;0.319686859;222.662;1;0.18214;140.025;1;579;2009;0.08;0.319686859
1666;0.401723686;381;0.50101;517;0.05306;153.33832;0;0.651045661;258;37.1573567501336;319;598782;0.658202537;141.56;1;0.05306;133.986;0.887288301;0;2001;0.2;0.658202537
1668;0;497;1.44841;475;1.07863;307.51302;0;0.024808158;421;37.1573567501336;531;456614;0;298.028;0;0.89374;164.698;1;26;0;0;0
1669;0.37986811;95;0.09756;716;0.09756;251.76771;0;0.568428704;996;37.1573567501336;0.78;514098;NA;240.849;719;0.09756;165.971;1;0.53;2009;0.19;0.19
1670;0.424953084;243;2.81005;0.9;0.34919;159.11138;287;0.674970293;687;37.1573567501336;669;860;NA;141.816;122;0.34919;98.823;0.898751785;858;1987;0.18;0.18
1671;0.397803707;78;0.76146;1;0.14798;241.03138;94;0.680332846;29;37.1573567501336;154;266948;0.48456253;229.68;746;0.14798;96.989;0.949051238;553;1999;NA;0.48456253
1673;0.382593001;851;0.44405;851;0.44405;226.06322;369;0.609636698;462;37.1573567501336;355;284736;NA;212.312;598;0.21979;135.951;1;14;1973;0.23;0.23
1674;0.414275682;733;1.48036;0.79;0.6245;238.94159;309;0.61828473;589;60.17116;572;455018;0.487112195;233.471;449;0.33922;139.977;1;0;2009;NA;0.487112195
1675;0.543954417;604;0.24284;604;0.24284;383.29424;0;0.645720023;459;37.1573567501336;112;641828;0.564985964;383.294;232;0.24284;147.83;0.998934632;0;2009;NA;0.564985964
1676;0.451219237;166;0.25118;873;0.25118;222.30159;531;0.640757317;389;37.1573567501336;403;281753;0.659300406;219.458;276;0.06458;161.456;1;0.28;1995;0.08;0.659300406
1677;0.503151606;276;0.55897;377;0.55897;308.92363;0;0.670615396;397;37.1573567501336;521;762361;0;305.087;47;0.18847;60.757;0.989622403;844;0;NA;0
1678;0.598458501;67;0.59906;0.68;0.14245;441.96526;102;0.905776889;593;41.50471;562;523259;NA;439.478;711;0.14245;133.903;0.999945289;312;1994;0.3;0.3
1679;0.429353515;62;1.7064;325;0.35822;342.20363;0.31;0.623154284;123;30.2676;556;609801;NA;338.437;993;0.35822;92.742;1;804;2003;0.06;0.06
1680;0.441366585;257;0.1579;671;0.1579;234.762;0.27;0.606611264;901;37.1573567501336;692;398;0.785025092;228.49;539;0.1579;205.245;0.975618298;498;1983;NA;0.785025092
1681;0.313647771;57;0.36271;423;0.36271;181.08036;0;0.425883322;569;39.14465;0.54;663511;NA;178.527;379;0.15203;142.398;1;1;1947;0.38;0.38
1682;0.550762085;841;0.14358;841;0.14358;287.99955;334;0.839275393;726;37.1573567501336;781;307285;NA;284.642;218;0.14358;126.986;0.953021558;0;2005;0.44;0.44
1683;0.548533655;165;0.6941;1;0.17276;142.52363;143;0.813013089;354;51.50632;287;397816;0.636145536;133.12;146;0.04259;229.808;0.999956736;1;2004;NA;0.636145536
1684;0.32085013;24;0.50831;535;0.50831;148.74077;421;0.391454064;0.64;37.1573567501336;727;24504;NA;143.383;886;0.2008;98.681;0.962661922;948;0;0;0
1686;0.277789967;2;0.2358;0;0.2358;128.93995;728;0.429349278;411;37.1573567501336;501;195716;0.364612477;125.19;254;0.08902;206.454;0.984262155;148;2005;NA;0.364612477
1687;0.379671125;0.83;0.42182;0.83;0.42182;416.44363;0;0.588827101;587;40.79195;0.66;69254;0.255070002;407.789;0.39;0.42182;147.055;0.965406124;0;0;0;0.255070002
1689;0.507464243;11;366;1;366;184.55465;0.27;0.754917646;46;53.45644;336;279091;0.386790177;173.099;491;366;86.971;1;441;2005;NA;0.386790177
1690;0.535763158;194;0.91046;835;0.02155;381.17832;0;0.852638932;455;51.50632;528;291143;0.693464248;377.295;1;0.02155;134.5;0.999949859;477;2008;0.31;0.693464248
1691;0.277753672;18;0.56731;335;0.07259;207.93424;0;0.338383263;344;37.1573567501336;564;239731;NA;202.391;892;0.07259;115.449;1;529;0;0.09;0.09
1692;0.384079784;0.05;1.5;307;0.30626;265.61261;0;0.575646718;58;37.1573567501336;158;622234;0.494489518;253.301;316;0.30626;153.211;0.90599441;0;2000;0.07;0.494489518
1693;0.343389815;0;0.22406;946;0.22406;201.9522;184;0.489537503;0.29;37.1573567501336;575;540620;NA;195.39;0.6;0.07885;138.213;1;0;1990;0.14;0.14
1694;0.521726648;832;0.05817;832;0.05817;273.78893;328;0.774037142;285;-34.60852;0.27;509706;0.629493248;269.903;414;0.05817;193.575;1;0;1993;NA;0.629493248
1695;0.394289662;2;0.6886;424;0.6886;115.25179;311;0.6334089;0.16;46.71067;438;601969;NA;110.684;749;0.35314;59.983;1;0.18;1956;0.15;0.15
1696;0.372179878;11;0.69222;655;0.2872;310.59546;0;0.49399508;818;37.1573567501336;508;623984;0;301.082;361;0.0847;153.086;1;675;0;0.02;0
1697;0.322814384;209;2.70376;0;1.47846;162.69016;0;0.499955343;597;37.1573567501336;497;235174;0.540013926;140.742;156;1.26867;98.085;0.899458973;741;0;0;0.540013926
1698;0.476389109;13;0.36706;722;0.36706;211.87873;0;0.672680593;535;47.60356;674;632110;0.497833215;207.778;0.38;0.1518;152.457;1;143;2006;0.07;0.497833215
1699;0.36096096;116;1.39546;0;0.15127;273.18812;2.247;0.56335349;377;37.1573567501336;385;36169;0;263.57;118;0.15127;95.986;0.970909539;715;1993;NA;0
1701;0.278425516;37;0.38674;885;0.38674;224.7571;335;0.475755733;387;37.1573567501336;0.52;526303;NA;210.321;1;0.08842;103.244;1;1;2009;0.04;0.04
1702;0.367869339;55;1.11938;843;0.49919;166.03383;462;0.546460288;0.12;40.71455;203;813922;NA;161.634;0.67;0.49919;109.057;0.981095523;0;1977;0.18;0.18
1703;0.366905853;8;0.94338;122;0.59775;108.85179;392;0.432839367;96;37.1573567501336;413;79637;NA;102.075;122;0.59775;176.756;1;617;1996;0;0
1705;0.388527293;0.04;1.20328;0.82;0.35755;326.16444;0;0.563583586;325;37.1573567501336;466;536785;0;310.979;508;0.35755;141.379;1;668;0;0.02;0
1706;0;338;1.25144;767;0.39918;286.58893;327;0.038867537;775;37.1573567501336;624;297471;NA;277.972;301;0.18211;139.963;1;302;0;0.01;0.01
1707;0.475085634;36;0.54911;763;0.25205;261.79873;357;0.687023631;0.01;37.1573567501336;235;560618;0.454192988;258.664;528;0.10464;200.199;0.932965478;318;1995;0.16;0.454192988
1708;0.360053307;573;0.4624;573;0.4624;366.70649;2.148;0.540037749;445;23.0833;396;411802;NA;361.221;359;0.4624;175.613;1;0;1995;0;0
1710;0.376014493;131;1.44263;734;0.06019;244.61016;0;0.508220711;248;37.51146;249;253291;0;244.61;734;0.06019;117.772;1;811;0;NA;0
1711;0.497690507;1;0.41075;1;0.41075;242.70322;334;0.63259242;795;35.32689;691;298724;0.262391599;235.381;1;0.41075;69.704;0.995517919;0;1982;NA;0.262391599
1712;0.291539727;0.08;0.41581;1;0.41581;159.242;0.34;0.39413854;803;34.31109;0.62;555246;0;153.49;1;0.41581;114.028;1;664;0;0.03;0
1713;0.251165925;0.01;0.49748;0.75;0.02285;409.91302;485;0.489318162;342;37.1573567501336;379;208424;0;402.088;1;0.02285;124.988;1;958;0;NA;0
1714;0;204;2.15376;744;1.35991;149.2371;2.299;0.247485184;1;57.15382;1;317364;NA;143.975;198;1.35991;152.363;1;87;0;0;0
1717;0.333538925;83;0.86519;173;0.11705;24.0322;348;0.525491918;0;37.1573567501336;0;226013;0;24.032;173;0.11705;161.26;0.900416011;645;0;0;0
1718;0.348736698;529;0.70028;1;0.06629;111.80363;461;0.5069025;1;37.1573567501336;1;798891;0.405115722;111.804;79;0.06629;91.76;0.850036897;774;2010;0.01;0.405115722
1719;0.650665868;235;0.86581;759;0.23511;210.07628;194;0.794331285;179;37.1573567501336;339;296611;NA;202.879;367;0.07803;189.616;1;461;1998;0.32;0.32
1720;0.546545162;5;1.33239;992;0.23871;325.11955;479;0.840590438;491;35.2225;395;128139;0.588385844;308.297;766;0.23871;126.773;0.948459133;0.57;2006;NA;0.588385844
1721;0.429780286;12;1.87177;1;0.60115;237.68771;264;0.694983409;102;37.1573567501336;294;550709;0.568964583;213.879;1;0.28417;94.009;1;747;0;NA;0.568964583
1723;0.394127577;293;2.14274;0;1.27684;423.07873;4.725;0.510794577;515;37.1573567501336;691;761443;0;381.463;38;1.04747;135.599;1;559;0;0;0
1724;0.522277897;56;0.55324;1;0.1946;204.25098;142;0.729149441;414;37.1573567501336;481;300031;0.651523157;197.277;923;0.1946;168.459;0.947783812;382;0;0.14;0.651523157
1725;0.362371721;762;0.49452;762;0.49452;78.75873;0;0.481163683;694;37.1573567501336;468;487339;0.203008916;75.233;425;0.33713;186.501;0.88288067;75;0;0;0.203008916
1726;0.301772342;27;0.59671;852;0.23287;165.35465;142;0.40309526;28;41.0981;231;644830;0;159.393;852;0.23287;153.3;0.984066233;1;0;NA;0
1727;0.267124867;711;0.17019;711;0.17019;170.1873;136;0.360729206;804;49.34463;619;386707;0;164.902;292;0.17019;137.192;0.884635252;0;1989;NA;0
1728;0.449423635;89;2.03433;0;0.24719;77.94893;0;0.603382768;84;37.1573567501336;339;407754;0.355285536;77.949;0.16;0.24719;117.996;1;1;0;NA;0.355285536
1729;0.344813625;97;0.30405;0;0.30405;265.1424;0;0.646277331;524;37.1573567501336;479;46486;0.222587087;259.692;815;0.30405;78.588;0.939443599;1;0;0.14;0.222587087
1730;0.503151606;445;0.25073;0.36;0.25073;291.57832;102;0.670615396;559;37.1573567501336;444;47592;0.469712431;280.143;326;0.09201;189.524;0.989622403;0;1989;0.16;0.469712431
1731;0.368689373;56;0.65895;901;0.65895;141.24363;955;0.534464352;946;32.29869;567;308407;0.405115722;132.464;589;0.09924;86.296;1;0;1997;NA;0.405115722
1733;0;91;0.33075;622;0.33075;159.242;96;0.454113719;815;37.1573567501336;679;423961;0;152.613;817;0.16328;186.549;1;636;0;NA;0
1734;0;155;1.39642;351;0.46023;380.81261;241;0.363475535;574;37.1573567501336;488;476476;NA;375.519;741;0.08467;64.033;0.978693208;0.66;0;0;0
1735;0.580013183;0.24;0.89588;0;0.24255;279.74485;681;0.567313224;378;37.1573567501336;406;7315;0.22154866;263.25;362;0.0766;187.566;1;0.57;0;NA;0.22154866
1736;0.51346329;183;0.80983;316;0.43551;390.66077;0;0.707199764;851;37.1573567501336;739;46614;0.79902352;390.661;421;0.24742;161.47;1;261;1989;0.37;0.79902352
1737;0.430300279;276;0.38304;276;0.38304;248.71138;0;0.543936552;0;37.1573567501336;234;65481;0;228.426;544;0.18266;150.209;1;112;0;0.05;0
1738;0.373060493;9;0.29811;985;0.29811;188.94322;241;0.609294155;438;37.1573567501336;313;307644;0.54287719;180.303;838;0.06925;134.552;1;359;2005;NA;0.54287719
1739;0.347249717;303;1.20314;964;0.37046;163.63057;328;0.496224085;591;37.1573567501336;494;711606;0.270775999;151.986;311;0.16409;146.143;0.946302519;493;1988;0.01;0.270775999
1740;0.523699078;0.03;0.88182;0;0.42916;269.94893;5.358;0.75100762;412;51.50632;398;278992;0.730009843;250.955;15;0.20462;124.973;0.947914829;177;1986;0.42;0.730009843
1742;0.612067268;165;0.41101;1;0.41101;260.20526;375;0.889460725;41;37.1573567501336;415;287352;0.667279494;249.388;1;0.41101;149.913;0.999154774;1;2003;NA;0.667279494
1743;0.398727123;712;0.25712;712;0.25712;202.23955;0;0.607919978;0;37.27188;0;128149;0.525497119;199.059;408;0.25712;146.013;0.957499081;75;2007;NA;0.525497119
1744;0.294986617;275;0.69746;774;0.29732;218.40934;195;0.44276965;527;37.1573567501336;446;531846;0.265861049;195.408;551;0.09675;150.799;0.833322838;0;1980;0.77;0.265861049
1747;0.255941316;14;1.42206;854;0.4845;456.51546;0;0.644693319;561;37.1573567501336;545;798135;NA;434.405;1;0.24971;127.874;0.947436004;384;1999;0.05;0.05
1749;0.455537722;0.31;0.74006;143;0.29205;301.06077;2.786;0.695421645;736;37.1573567501336;797;284637;NA;284.398;101;0.14321;133.392;0.832622402;775;1997;0.14;0.14
1750;0.354602926;876;0.15769;876;0.15769;169.97832;409;0.507796885;0.47;31.90143;518;179184;NA;161.559;0.8;0.15769;93.443;0.87878249;0;0;0;0
1751;0.564855751;38;1.10781;765;0.46283;148.92363;78;0.842423318;489;42.88544;456;124764;0.635164598;146.588;539;0.14282;95.611;1;335;2007;0.28;0.635164598
1752;0.381044109;81;1.3005;1;0.14643;228.62322;78;0.491458521;56;37.1573567501336;835;25133;0.631600818;215.911;461;0.14643;104.587;0.938210395;711;2001;0.13;0.631600818
1754;0.197089101;0;1.22905;1;0.22503;195.10812;183;0.337736072;725;37.1573567501336;276;520987;NA;190.491;1;0.22503;118.355;1;364;0;0.08;0.08
1755;0.385425325;9;2.00058;528;2.00058;52.79302;2.479;0.605762457;521;27.9758;522;84466;0.720274943;48.03;203;2.00058;146.852;1;347;1997;0.06;0.720274943
1756;0.398862597;59;1.3286;1;0.42643;221.49179;0;0.60464469;313;37.1573567501336;468;123416;0.424539052;221.492;837;0.19637;131.981;0.860677937;234;0;0.23;0.424539052
1757;0.653897217;329;0.77947;346;0.29936;274.59873;0;0.878811344;791;42.33168;593;105985;0.707668305;255.779;606;0.29936;131.279;0.939101413;943;2007;NA;0.707668305
1759;0;0.13;1.33882;536;0.36423;414.1971;84;0.283933225;968;-6.36821;704;685357;NA;405.496;634;0.11563;120.039;1;686;0;0.19;0.19
1760;0.320789935;605;1.50891;611;0.4997;186.67057;0.2;0.418381812;1;38.00335;902;250395;NA;179.885;467;0.24902;117.269;1;1;0;0;0
1761;0.338946969;165;0.3072;703;0.3072;291.13424;108;0.492440728;338;37.1573567501336;427;637620;0.375984302;287.794;317;0.10086;93.331;1;626;0;0.04;0.375984302
